time,x,y,z,vx,vy,vz
5442,-114,127,26,-25,-28,-5
5443,-138,98,18,-24,-29,-8
5444,-161,68,9,-23,-30,-9
5445,-183,37,1,-22,-31,-8
5446,-202,5,-6,-19,-32,-7
5447,-218,-28,-12,-16,-33,-6
5448,-231,-62,-17,-13,-34,-5
5449,-241,-95,-21,-10,-33,-4
5450,-248,-127,-24,-7,-32,-3
5451,-252,-158,-26,-4,-31,-2
5452,-253,-186,-29,-1,-28,-3
5453,-251,-211,-33,2,-25,-4
5454,-246,-233,-38,5,-22,-5
5455,-238,-252,-44,8,-19,-6
5456,-227,-268,-49,11,-16,-5
5457,-215,-281,-53,12,-13,-4
5458,-202,-291,-56,13,-10,-3
5459,-188,-298,-56,14,-7,0
5460,-173,-302,-53,15,-4,3
5461,-157,-303,-47,16,-1,6
5462,-140,-301,-38,17,2,9
5463,-122,-296,-28,18,5,10
5464,-103,-288,-17,19,8,11
5465,-83,-277,-5,20,11,12
5466,-62,-263,8,21,14,13
5467,-40,-246,20,22,17,12
5468,-15,-226,31,25,20,11
5469,11,-203,41,26,23,10
5470,38,-177,48,27,26,7
5471,64,-148,52,26,29,4
5472,89,-118,53,25,30,1
5473,113,-87,51,24,31,-2
5474,136,-55,46,23,32,-5
5475,158,-22,40,22,33,-6
5476,179,12,33,21,34,-7
5477,197,47,25,18,35,-8
5478,212,83,16,15,36,-9
5479,224,118,6,12,35,-10
5480,233,150,-5,9,32,-11
5481,239,179,-15,6,29,-10
5482,242,205,-24,3,26,-9
5483,242,228,-34,0,23,-10
5484,239,248,-45,-3,20,-11
5485,233,265,-55,-6,17,-10
5486,226,279,-64,-7,14,-9
5487,218,290,-72,-8,11,-8
5488,209,298,-79,-9,8,-7
5489,199,303,-84,-10,5,-5
5490,188,305,-86,-11,2,-2
5491,176,304,-85,-12,-1,1
5492,163,300,-81,-13,-4,4
5493,149,293,-74,-14,-7,7
5494,134,283,-64,-15,-10,10
5495,116,270,-51,-18,-13,13
5496,95,254,-36,-21,-16,15
5497,71,235,-20,-24,-19,16
5498,44,213,-3,-27,-22,17
5499,14,188,13,-30,-25,16
5500,-17,160,26,-31,-28,13
5501,-49,131,36,-32,-29,10
5502,-80,101,43,-31,-30,7
5503,-110,70,49,-30,-31,6
5504,-137,38,54,-27,-32,5
5505,-161,5,58,-24,-33,4
5506,-182,-29,61,-21,-34,3
5507,-200,-64,63,-18,-35,2
5508,-215,-100,64,-15,-36,1
5509,-227,-133,64,-12,-33,0
5510,-236,-163,63,-9,-30,-1
5511,-242,-190,59,-6,-27,-4
5512,-245,-214,52,-3,-24,-7
5513,-247,-235,42,-2,-21,-10
5514,-248,-253,29,-1,-18,-13
5515,-248,-268,13,0,-15,-16
5516,-247,-280,-6,1,-12,-19
5517,-245,-289,-26,2,-9,-20
5518,-242,-295,-45,3,-6,-19
5519,-238,-298,-61,4,-3,-16
5520,-233,-298,-74,5,0,-13
5521,-227,-295,-84,6,3,-10
5522,-218,-289,-91,9,6,-7
5523,-206,-280,-95,12,9,-4
5524,-191,-268,-96,15,12,-1
5525,-173,-253,-94,18,15,2
5526,-152,-235,-89,21,18,5
5527,-128,-214,-83,24,21,6
5528,-101,-190,-76,27,24,7
5529,-71,-163,-68,30,27,8
5530,-38,-135,-59,33,28,9
5531,-4,-106,-49,34,29,10
5532,29,-76,-38,33,30,11
5533,59,-45,-26,30,31,12
5534,86,-13,-13,27,32,13
5535,110,20,1,24,33,14
5536,131,54,16,21,34,15
5537,149,87,30,18,33,14
5538,166,119,43,17,32,13
5539,182,148,55,16,29,12
5540,197,174,66,15,26,11
5541,211,197,76,14,23,10
5542,224,217,83,13,20,7
5543,236,234,87,12,17,4
5544,247,248,88,11,14,1
5545,255,259,86,8,11,-2
5546,260,267,81,5,8,-5
5547,262,272,73,2,5,-8
5548,261,274,62,-1,2,-11
5549,257,273,48,-4,-1,-14
5550,250,269,33,-7,-4,-15
5551,240,262,17,-10,-7,-16
5552,229,252,0,-11,-10,-17
5553,217,239,-16,-12,-13,-16
5554,204,223,-31,-13,-16,-15
5555,190,204,-43,-14,-19,-12
5556,175,182,-52,-15,-22,-9
5557,159,159,-60,-16,-23,-8
5558,142,135,-67,-17,-24,-7
5559,122,110,-73,-20,-25,-6
5560,99,84,-78,-23,-26,-5
5561,73,57,-82,-26,-27,-4
5562,44,29,-85,-29,-28,-3
5563,12,0,-87,-32,-29,-2
5564,-21,-30,-88,-33,-30,-1
5565,-55,-59,-86,-34,-29,2
5566,-86,-87,-81,-31,-28,5
5567,-114,-114,-73,-28,-27,8
5568,-139,-138,-62,-25,-24,11
5569,-161,-159,-48,-22,-21,14
5570,-180,-177,-32,-19,-18,16
5571,-196,-192,-15,-16,-15,17
5572,-209,-204,3,-13,-12,18
5573,-221,-213,20,-12,-9,17
5574,-232,-219,34,-11,-6,14
5575,-242,-222,45,-10,-3,11
5576,-251,-222,53,-9,0,8
5577,-259,-219,58,-8,3,5
5578,-266,-213,60,-7,6,2
5579,-272,-204,59,-6,9,-1
5580,-275,-192,56,-3,12,-3
5581,-275,-177,52,0,15,-4
5582,-272,-161,47,3,16,-5
5583,-266,-144,41,6,17,-6
5584,-257,-126,34,9,18,-7
5585,-245,-107,26,12,19,-8
5586,-230,-87,19,15,20,-7
5587,-214,-66,13,16,21,-6
5588,-197,-44,7,17,22,-6
5589,-179,-21,0,18,23,-7
5590,-160,3,-8,19,24,-8
5591,-140,28,-17,20,25,-9
5592,-119,54,-27,21,26,-10
5593,-97,79,-38,22,25,-11
5594,-72,103,-48,25,24,-10
5595,-44,126,-57,28,23,-9
5596,-13,146,-63,31,20,-6
5597,19,163,-66,32,17,-3
5598,50,177,-66,31,14,0
5599,80,188,-63,30,11,3
5600,107,196,-57,27,8,6
5601,131,201,-48,24,5,9
5602,152,203,-38,21,2,10
5603,170,202,-27,18,-1,11
5604,185,198,-16,15,-4,11
5605,197,191,-6,12,-7,10
5606,206,181,3,9,-10,9
5607,214,168,11,8,-13,8
5608,221,152,18,7,-16,7
5609,227,135,24,6,-17,6
5610,232,117,29,5,-18,5
5611,236,98,33,4,-19,4
5612,239,78,34,3,-20,1
5613,241,57,32,2,-21,-2
5614,240,35,29,-1,-22,-3
5615,236,12,25,-4,-23,-4
5616,229,-12,20,-7,-24,-5
5617,219,-37,14,-10,-25,-6
5618,206,-63,7,-13,-26,-7
5619,190,-88,1,-16,-25,-6
5620,171,-112,-4,-19,-24,-5
5621,151,-135,-8,-20,-23,-4
5622,130,-157,-11,-21,-22,-3
5623,108,-176,-13,-22,-19,-2
5624,85,-192,-16,-23,-16,-3
5625,61,-205,-20,-24,-13,-4
5626,36,-215,-25,-25,-10,-5
5627,10,-222,-31,-26,-7,-6
5628,-19,-226,-38,-29,-4,-7
5629,-47,-227,-46,-28,-1,-8
5630,-74,-225,-55,-27,2,-9
5631,-100,-220,-63,-26,5,-8
5632,-125,-212,-70,-25,8,-7
5633,-149,-201,-76,-24,11,-6
5634,-172,-187,-79,-23,14,-3
5635,-192,-170,-79,-20,17,0
5636,-209,-150,-76,-17,20,3
5637,-223,-127,-70,-14,23,6
5638,-234,-103,-61,-11,24,9
5639,-242,-78,-49,-8,25,12
5640,-247,-52,-36,-5,26,13
5641,-249,-25,-22,-2,27,14
5642,-250,3,-7,-1,28,15
5643,-250,32,9,0,29,16
5644,-249,60,26,1,28,17
5645,-247,87,44,2,27,18
5646,-244,113,59,3,26,15
5647,-240,138,71,4,25,12
5648,-235,162,80,5,24,9
5649,-227,183,86,8,21,6
5650,-216,201,89,11,18,3
5651,-202,216,89,14,15,0
5652,-185,228,86,17,12,-3
5653,-165,237,80,20,9,-6
5654,-142,243,71,23,6,-9
5655,-116,246,59,26,3,-12
5656,-89,246,44,27,0,-15
5657,-61,243,28,28,-3,-16
5658,-32,237,11,29,-6,-17
5659,-2,228,-7,30,-9,-18
5660,27,216,-24,29,-12,-17
5661,53,201,-40,26,-15,-16
5662,76,183,-55,23,-18,-15
5663,98,162,-67,22,-21,-12
5664,119,138,-76,21,-24,-9
5665,139,111,-82,20,-27,-6
5666,158,81,-85,19,-30,-3
5667,176,50,-85,18,-31,0
5668,193,18,-84,17,-32,1
5669,209,-13,-82,16,-31,2
5670,222,-43,-79,13,-30,3
5671,232,-72,-75,10,-29,4
5672,239,-100,-70,7,-28,5
5673,243,-127,-64,4,-27,6
5674,244,-153,-57,1,-26,7
5675,242,-176,-49,-2,-23,8
5676,237,-196,-40,-5,-20,9
5677,231,-213,-30,-6,-17,10
5678,224,-227,-19,-7,-14,11
5679,216,-238,-7,-8,-11,12
5680,207,-246,4,-9,-8,11
5681,197,-251,16,-10,-5,12
5682,186,-253,27,-11,-2,11
5683,174,-252,37,-12,1,10
5684,159,-248,46,-15,4,9
5685,141,-241,54,-18,7,8
5686,120,-231,61,-21,10,7
5687,96,-218,67,-24,13,6
5688,69,-202,72,-27,16,5
5689,39,-183,76,-30,19,4
5690,6,-161,79,-33,22,3
5691,-26,-136,81,-32,25,2
5692,-57,-110,82,-31,26,1
5693,-85,-83,82,-28,27,0
5694,-110,-55,79,-25,28,-3
5695,-132,-26,73,-22,29,-6
5696,-151,2,64,-19,28,-9
5697,-167,29,52,-16,27,-12
5698,-182,55,37,-15,26,-15
5699,-196,80,19,-14,25,-18
5700,-209,104,-1,-13,24,-20
5701,-221,127,-22,-12,23,-21
5702,-232,147,-42,-11,20,-20
5703,-242,164,-61,-10,17,-19
5704,-251,178,-79,-9,14,-18
5705,-257,189,-94,-6,11,-15
5706,-260,197,-106,-3,8,-12
5707,-260,202,-115,0,5,-9
5708,-257,204,-121,3,2,-6
5709,-251,203,-124,6,-1,-3
5710,-242,199,-124,9,-4,0
5711,-230,192,-121,12,-7,3
5712,-217,184,-115,13,-8,6
5713,-203,175,-106,14,-9,9
5714,-188,165,-94,15,-10,12
5715,-172,154,-79,16,-11,15
5716,-155,142,-61,17,-12,18
5717,-137,129,-40,18,-13,21
5718,-118,115,-16,19,-14,24
5719,-96,100,7,22,-15,23
5720,-71,84,29,25,-16,22
5721,-43,67,48,28,-17,19
5722,-12,49,64,31,-18,16
5723,20,30,77,32,-19,13
5724,51,10,87,31,-20,10
5725,81,-9,94,30,-19,7
5726,108,-27,98,27,-18,4
5727,132,-44,99,24,-17,1
5728,153,-60,97,21,-16,-2
5729,171,-75,92,18,-15,-5
5730,186,-89,84,15,-14,-8
5731,198,-100,73,12,-11,-11
5732,207,-108,61,9,-8,-12
5733,215,-113,48,8,-5,-13
5734,222,-117,34,7,-4,-14
5735,228,-120,19,6,-3,-15
5736,233,-122,3,5,-2,-16
5737,237,-123,-12,4,-1,-15
5738,240,-123,-26,3,0,-14
5739,242,-122,-39,2,1,-13
5740,241,-120,-51,-1,2,-12
5741,237,-117,-60,-4,3,-9
5742,230,-113,-66,-7,4,-6
5743,220,-108,-69,-10,5,-3
5744,207,-102,-71,-13,6,-2
5745,191,-95,-72,-16,7,-1
5746,172,-87,-72,-19,8,0
5747,152,-78,-71,-20,9,1
5748,131,-68,-69,-21,10,2
5749,109,-57,-66,-22,11,3
5750,86,-45,-62,-23,12,4
5751,62,-32,-57,-24,13,5
5752,37,-18,-51,-25,14,6
5753,11,-5,-44,-26,13,7
5754,-18,7,-36,-29,12,8
5755,-48,18,-29,-30,11,7
5756,-77,28,-23,-29,10,6
5757,-105,37,-17,-28,9,6
5758,-132,45,-10,-27,8,7
5759,-158,52,-2,-26,7,8
5760,-181,60,7,-23,8,9
5761,-201,67,15,-20,7,8
5762,-218,73,22,-17,6,7
5763,-232,78,28,-14,5,6
5764,-243,82,33,-11,4,5
5765,-251,85,37,-8,3,4
5766,-256,87,40,-5,2,3
5767,-260,88,42,-4,1,2
5768,-263,88,43,-3,0,1
5769,-265,87,43,-2,-1,0
5770,-266,85,42,-1,-2,-1
5771,-266,82,40,0,-3,-2
5772,-265,78,37,1,-4,-3
5773,-263,73,33,2,-5,-4
5774,-258,67,28,5,-6,-5
5775,-250,60,22,8,-7,-6
5776,-239,52,15,11,-8,-7
5777,-225,43,7,14,-9,-8
5778,-208,33,-2,17,-10,-9
5779,-188,24,-12,20,-9,-10
5780,-165,16,-23,23,-8,-11
5781,-141,9,-33,24,-7,-10
5782,-116,3,-42,25,-6,-9
5783,-90,-2,-50,26,-5,-8
5784,-63,-6,-56,27,-4,-6
5785,-35,-9,-59,28,-3,-3
5786,-8,-11,-59,27,-2,0
5787,20,-12,-56,28,-1,3
5788,49,-14,-52,29,-2,4
5789,77,-17,-47,28,-3,5
5790,104,-21,-41,27,-4,6
5791,130,-24,-34,26,-3,7
5792,155,-26,-26,25,-2,8
5793,179,-27,-17,24,-1,9
5794,200,-27,-7,21,0,10
5795,218,-26,4,18,1,11
5796,233,-24,16,15,2,12
5797,245,-21,29,12,3,13
5798,254,-17,41,9,4,12
5799,260,-12,50,6,5,9
5800,263,-6,56,3,6,6
5801,265,1,59,2,7,3
5802,266,7,59,1,6,0
5803,266,12,56,0,5,-3
5804,265,16,50,-1,4,-6
5805,263,19,41,-2,3,-9
5806,260,21,29,-3,2,-12
5807,256,22,16,-4,1,-13
5808,249,22,2,-7,0,-14
5809,239,21,-13,-10,-1,-15
5810,226,19,-29,-13,-2,-16
5811,210,16,-44,-16,-3,-15
5812,191,12,-58,-19,-4,-14
5813,169,7,-71,-22,-5,-13
5814,144,1,-83,-25,-6,-12
5815,118,-6,-92,-26,-7,-9
5816,91,-12,-98,-27,-6,-6
5817,63,-17,-101,-28,-5,-3
5818,34,-21,-101,-29,-4,0
5819,4,-24,-98,-30,-3,3
5820,-27,-26,-92,-31,-2,6
5821,-55,-27,-83,-28,-1,9
5822,-82,-27,-71,-27,0,12
5823,-108,-28,-56,-26,-1,15
5824,-133,-30,-38,-25,-2,18
5825,-157,-33,-19,-24,-3,19
5826,-180,-37,-1,-23,-4,18
5827,-202,-40,16,-22,-3,17
5828,-223,-42,32,-21,-2,16
5829,-241,-43,47,-18,-1,15
5830,-256,-43,61,-15,0,14
5831,-268,-42,72,-12,1,11
5832,-277,-40,80,-9,2,8
5833,-283,-37,85,-6,3,5
5834,-286,-33,87,-3,4,2
5835,-286,-28,86,0,5,-1
5836,-285,-22,82,1,6,-4
5837,-283,-15,75,2,7,-7
5838,-280,-7,65,3,8,-10
5839,-276,2,54,4,9,-11
5840,-271,12,42,5,10,-12
5841,-265,23,29,6,11,-13
5842,-258,35,15,7,12,-14
5843,-248,46,0,10,11,-15
5844,-235,56,-16,13,10,-16
5845,-219,65,-31,16,9,-15
5846,-200,73,-45,19,8,-14
5847,-178,80,-58,22,7,-13
5848,-153,86,-70,25,6,-12
5849,-125,91,-79,28,5,-9
5850,-96,95,-85,29,4,-6
5851,-66,98,-88,30,3,-3
5852,-35,100,-88,31,2,0
5853,-3,99,-87,32,-1,1
5854,28,95,-85,31,-4,2
5855,56,88,-82,28,-7,3
5856,81,80,-78,25,-8,4
5857,105,71,-73,24,-9,5
5858,128,61,-67,23,-10,6
5859,150,50,-60,22,-11,7
5860,171,38,-52,21,-12,8
5861,191,25,-43,20,-13,9
5862,210,11,-33,19,-14,10
5863,228,-4,-22,18,-15,11
5864,245,-20,-10,17,-16,12
5865,261,-37,1,16,-17,11
5866,274,-55,11,13,-18,10
5867,284,-72,20,10,-17,9
5868,291,-88,28,7,-16,8
5869,295,-103,35,4,-15,7
5870,296,-117,41,1,-14,6
5871,294,-130,46,-2,-13,5
5872,289,-142,50,-5,-12,4
5873,281,-153,53,-8,-11,3
5874,270,-163,55,-11,-10,2
5875,258,-172,56,-12,-9,1
5876,245,-180,56,-13,-8,0
5877,231,-187,55,-14,-7,-1
5878,216,-191,53,-15,-4,-2
5879,200,-192,50,-16,-1,-3
5880,183,-190,46,-17,2,-4
5881,165,-185,41,-18,5,-5
5882,146,-177,35,-19,8,-6
5883,126,-166,28,-20,11,-7
5884,103,-152,18,-23,14,-10
5885,77,-135,7,-26,17,-11
5886,48,-115,-5,-29,20,-12
5887,16,-92,-18,-32,23,-13
5888,-19,-68,-30,-35,24,-12
5889,-54,-43,-41,-35,25,-11
5890,-88,-17,-51,-34,26,-10
5891,-121,10,-60,-33,27,-9
5892,-151,38,-68,-30,28,-8
5893,-178,65,-75,-27,27,-7
5894,-202,91,-81,-24,26,-6
5895,-223,116,-86,-21,25,-5
5896,-241,140,-90,-18,24,-4
5897,-256,163,-93,-15,23,-3
5898,-268,185,-95,-12,22,-2
5899,-277,206,-94,-9,21,1
5900,-283,226,-90,-6,20,4
5901,-286,243,-83,-3,17,7
5902,-288,257,-73,-2,14,10
5903,-289,268,-60,-1,11,13
5904,-289,276,-44,0,8,16
5905,-288,281,-27,1,5,17
5906,-286,283,-9,2,2,18
5907,-283,282,9,3,-1,18
5908,-279,278,26,4,-4,17
5909,-274,271,42,5,-7,16
5910,-268,261,57,6,-10,15
5911,-261,248,71,7,-13,14
5912,-251,232,84,10,-16,13
5913,-238,213,94,13,-19,10
5914,-222,191,101,16,-22,7
5915,-203,166,105,19,-25,4
5916,-181,138,106,22,-28,1
5917,-156,107,104,25,-31,-2
5918,-128,73,99,28,-34,-5
5919,-97,38,91,31,-35,-8
5920,-63,2,80,34,-36,-11
5921,-26,-35,66,37,-37,-14
5922,12,-71,49,38,-36,-17
5923,49,-106,29,37,-35,-20
5924,83,-140,8,34,-34,-21
5925,114,-173,-14,31,-33,-22
5926,142,-203,-37,28,-30,-23
5927,167,-230,-59,25,-27,-22
5928,189,-254,-78,22,-24,-19
5929,208,-275,-94,19,-21,-16
5930,224,-293,-107,16,-18,-13
5931,237,-308,-117,13,-15,-10
5932,249,-320,-124,12,-12,-7
5933,260,-329,-128,11,-9,-4
5934,270,-335,-129,10,-6,-1
5935,279,-338,-127,9,-3,2
5936,287,-338,-122,8,0,5
5937,294,-335,-114,7,3,8
5938,300,-329,-103,6,6,11
5939,305,-320,-89,5,9,14
5940,309,-308,-72,4,12,17
5941,312,-293,-54,3,15,18
5942,312,-275,-35,0,18,19
5943,309,-254,-15,-3,21,20
5944,303,-230,6,-6,24,21
5945,294,-203,26,-9,27,20
5946,282,-173,43,-12,30,17
5947,267,-140,57,-15,33,14
5948,249,-104,68,-18,36,11
5949,228,-65,76,-21,39,8
5950,204,-25,81,-24,40,5
5951,177,16,83,-27,41,2
5952,149,56,82,-28,40,-1
5953,120,95,78,-29,39,-4
5954,90,133,71,-30,38,-7
5955,59,170,61,-31,37,-10
5956,27,204,50,-32,34,-11
5957,-6,235,38,-33,31,-12
5958,-38,263,25,-32,28,-13
5959,-69,288,11,-31,25,-14
5960,-97,310,-4,-28,22,-15
5961,-122,329,-18,-25,19,-14
5962,-146,345,-31,-24,16,-13
5963,-169,358,-43,-23,13,-12
5964,-191,368,-54,-22,10,-11
5965,-212,375,-62,-21,7,-8
5966,-232,379,-67,-20,4,-5
5967,-251,380,-69,-19,1,-2
5968,-269,378,-68,-18,-2,1
5969,-286,373,-64,-17,-5,4
5970,-302,365,-57,-16,-8,7
5971,-317,354,-49,-15,-11,8
5972,-329,340,-40,-12,-14,9
5973,-338,323,-30,-9,-17,10
5974,-344,303,-19,-6,-20,11
5975,-347,280,-9,-3,-23,10
5976,-347,254,0,0,-26,9
5977,-344,225,8,3,-29,8
5978,-338,193,15,6,-32,7
5979,-329,158,21,9,-35,6
5980,-317,120,26,12,-38,5
5981,-302,79,30,15,-41,4
5982,-286,37,33,16,-42,3
5983,-269,-4,35,17,-41,2
5984,-251,-44,35,18,-40,0
5985,-232,-83,32,19,-39,-3
5986,-212,-121,26,20,-38,-6
5987,-191,-158,17,21,-37,-9
5988,-169,-192,7,22,-34,-10
5989,-146,-223,-4,23,-31,-11
5990,-122,-251,-14,24,-28,-10
5991,-97,-276,-23,25,-25,-9
5992,-69,-298,-31,28,-22,-8
5993,-38,-317,-38,31,-19,-7
5994,-4,-333,-44,34,-16,-6
5995,31,-346,-49,35,-13,-5
5996,65,-356,-53,34,-10,-4
5997,98,-363,-56,33,-7,-3
5998,130,-367,-58,32,-4,-2
5999,161,-368,-59,31,-1,-1
6000,191,-366,-59,30,2,0
6001,218,-361,-58,27,5,1
6002,242,-353,-56,24,8,2
6003,263,-342,-51,21,11,5
6004,281,-328,-43,18,14,8
6005,296,-311,-32,15,17,11
6006,308,-291,-20,12,20,12
6007,317,-268,-7,9,23,13
6008,323,-242,5,6,26,12
6009,326,-213,16,3,29,11
6010,326,-181,26,0,32,10
6011,325,-146,35,-1,35,9
6012,323,-108,43,-2,38,8
6013,320,-69,50,-3,39,7
6014,316,-29,56,-4,40,6
6015,311,12,61,-5,41,5
6016,305,52,65,-6,40,4
6017,298,91,68,-7,39,3
6018,290,129,70,-8,38,2
6019,281,164,69,-9,35,-1
6020,271,196,65,-10,32,-4
6021,258,225,58,-13,29,-7
6022,242,251,48,-16,26,-10
6023,223,274,35,-19,23,-13
6024,201,294,19,-22,20,-16
6025,176,311,2,-25,17,-17
6026,148,325,-16,-28,14,-18
6027,117,336,-33,-31,11,-17
6028,83,344,-49,-34,8,-16
6029,46,349,-64,-37,5,-15
6030,6,351,-78,-40,2,-14
6031,-35,350,-91,-41,-1,-13
6032,-73,346,-103,-38,-4,-12
6033,-108,339,-112,-35,-7,-9
6034,-140,329,-118,-32,-10,-6
6035,-169,316,-121,-29,-13,-3
6036,-195,300,-121,-26,-16,0
6037,-218,281,-118,-23,-19,3
6038,-238,259,-112,-20,-22,6
6039,-255,234,-103,-17,-25,9
6040,-269,206,-91,-14,-28,12
6041,-282,175,-76,-13,-31,15
6042,-294,141,-58,-12,-34,18
6043,-305,106,-37,-11,-35,21
6044,-315,70,-15,-10,-36,22
6045,-324,33,8,-9,-37,23
6046,-332,-5,30,-8,-38,22
6047,-339,-42,49,-7,-37,19
6048,-345,-78,65,-6,-36,16
6049,-350,-113,78,-5,-35,13
6050,-354,-145,88,-4,-32,10
6051,-355,-174,95,-1,-29,7
6052,-353,-200,99,2,-26,4
6053,-348,-223,100,5,-23,1
6054,-340,-243,98,8,-20,-2
6055,-329,-260,93,11,-17,-5
6056,-315,-274,85,14,-14,-8
6057,-298,-285,74,17,-11,-11
6058,-278,-293,60,20,-8,-14
6059,-255,-298,43,23,-5,-17
6060,-229,-300,25,26,-2,-18
6061,-202,-299,6,27,1,-19
6062,-174,-295,-14,28,4,-20
6063,-145,-288,-33,29,7,-19
6064,-115,-278,-51,30,10,-18
6065,-84,-265,-66,31,13,-15
6066,-52,-249,-78,32,16,-12
6067,-19,-230,-87,33,19,-9
6068,13,-208,-93,32,22,-6
6069,44,-183,-96,31,25,-3
6070,72,-157,-96,28,26,0
6071,99,-130,-93,27,27,3
6072,125,-102,-87,26,28,6
6073,150,-73,-78,25,29,9
6074,174,-43,-66,24,30,12
6075,197,-12,-53,23,31,13
6076,219,18,-39,22,30,14
6077,240,47,-24,21,29,15
6078,260,75,-10,20,28,14
6079,279,102,3,19,27,13
6080,297,126,15,18,24,12
6081,314,147,26,17,21,11
6082,330,165,36,16,18,10
6083,343,180,45,13,15,9
6084,353,192,53,10,12,8
6085,360,201,58,7,9,5
6086,364,207,60,4,6,2
6087,365,210,59,1,3,-1
6088,363,210,55,-2,0,-4
6089,358,207,48,-5,-3,-7
6090,350,201,38,-8,-6,-10
6091,339,192,27,-11,-9,-11
6092,325,181,15,-14,-11,-12
6093,308,169,2,-17,-12,-13
6094,288,156,-10,-20,-13,-12
6095,267,142,-21,-21,-14,-11
6096,245,127,-31,-22,-15,-10
6097,222,111,-40,-23,-16,-9
6098,198,94,-48,-24,-17,-8
6099,173,76,-55,-25,-18,-7
6100,147,57,-61,-26,-19,-6
6101,120,37,-66,-27,-20,-5
6102,92,18,-70,-28,-19,-4
6103,63,0,-73,-29,-18,-3
6104,33,-17,-75,-30,-17,-2
6105,2,-33,-74,-31,-16,1
6106,-28,-48,-70,-30,-15,4
6107,-59,-62,-63,-31,-14,7
6108,-89,-75,-53,-30,-13,10
6109,-118,-87,-40,-29,-12,13
6110,-146,-98,-26,-28,-11,14
6111,-173,-108,-13,-27,-10,13
6112,-199,-115,-1,-26,-7,12
6113,-224,-119,10,-25,-4,11
6114,-248,-120,20,-24,-1,10
6115,-271,-118,29,-23,2,9
6116,-293,-113,37,-22,5,8
6117,-314,-107,44,-21,6,7
6118,-334,-100,50,-20,7,6
6119,-351,-92,55,-17,8,5
6120,-365,-83,59,-14,9,4
6121,-376,-73,62,-11,10,3
6122,-384,-62,64,-8,11,2
6123,-389,-50,65,-5,12,1
6124,-391,-37,63,-2,13,-2
6125,-390,-23,58,1,14,-5
6126,-386,-10,50,4,13,-8
6127,-379,2,39,7,12,-11
6128,-369,13,25,10,11,-14
6129,-356,23,8,13,10,-17
6130,-340,32,-8,16,9,-16
6131,-323,40,-23,17,8,-15
6132,-305,47,-37,18,7,-14
6133,-286,53,-50,19,6,-13
6134,-266,58,-62,20,5,-12
6135,-245,62,-73,21,4,-11
6136,-223,65,-83,22,3,-10
6137,-200,67,-92,23,2,-9
6138,-176,68,-100,24,1,-8
6139,-151,68,-105,25,0,-5
6140,-125,67,-107,26,-1,-2
6141,-98,65,-106,27,-2,1
6142,-70,62,-102,28,-3,4
6143,-39,58,-95,31,-4,7
6144,-5,53,-85,34,-5,10
6145,30,47,-72,35,-6,13
6146,64,40,-56,34,-7,16
6147,97,32,-37,33,-8,19
6148,129,23,-15,32,-9,22
6149,160,13,6,31,-10,21
6150,190,2,26,30,-11,20
6151,219,-8,45,29,-10,19
6152,247,-17,63,28,-9,18
6153,274,-25,80,27,-8,17
6154,298,-32,94,24,-7,14
6155,319,-38,105,21,-6,11
6156,337,-43,113,18,-5,8
6157,352,-47,118,15,-4,5
6158,364,-50,120,12,-3,2
6159,373,-52,119,9,-2,-1
6160,379,-53,115,6,-1,-4
6161,382,-53,108,3,0,-7
6162,382,-52,98,0,1,-10
6163,379,-50,85,-3,2,-13
6164,373,-47,69,-6,3,-16
6165,364,-43,50,-9,4,-19
6166,354,-38,28,-10,5,-22
6167,343,-32,3,-11,6,-25
6168,331,-25,-23,-12,7,-26
6169,318,-17,-48,-13,8,-25
6170,304,-10,-72,-14,7,-24
6171,289,-4,-93,-15,6,-21
6172,273,1,-111,-16,5,-18
6173,256,5,-126,-17,4,-15
6174,238,8,-138,-18,3,-12
6175,219,10,-147,-19,2,-9
6176,199,13,-153,-20,3,-6
6177,178,17,-156,-21,4,-3
6178,154,22,-156,-24,5,0
6179,127,26,-153,-27,4,3
6180,97,29,-147,-30,3,6
6181,64,31,-138,-33,2,9
6182,28,32,-126,-36,1,12
6183,-11,32,-111,-39,0,15
6184,-49,31,-93,-38,-1,18
6185,-86,29,-72,-37,-2,21
6186,-122,26,-48,-36,-3,24
6187,-157,22,-23,-35,-4,25
6188,-191,17,3,-34,-5,26
6189,-222,11,28,-31,-6,25
6190,-250,4,52,-28,-7,24
6191,-275,-4,73,-25,-8,21
6192,-297,-13,91,-22,-9,18
6193,-316,-21,106,-19,-8,15
6194,-332,-28,118,-16,-7,12
6195,-345,-34,127,-13,-6,9
6196,-355,-39,133,-10,-5,6
6197,-362,-43,136,-7,-4,3
6198,-366,-46,136,-4,-3,0
6199,-367,-48,133,-1,-2,-3
6200,-365,-49,127,2,-1,-6
6201,-362,-49,118,3,0,-9
6202,-358,-48,106,4,1,-12
6203,-353,-46,91,5,2,-15
6204,-347,-43,73,6,3,-18
6205,-340,-39,52,7,4,-21
6206,-332,-34,30,8,5,-22
6207,-323,-30,7,9,4,-23
6208,-313,-25,-17,10,5,-24
6209,-302,-19,-42,11,6,-25
6210,-290,-12,-66,12,7,-24
6211,-277,-4,-87,13,8,-21
6212,-263,5,-105,14,9,-18
6213,-246,15,-120,17,10,-15
6214,-226,26,-132,20,11,-12
6215,-203,38,-141,23,12,-9
